case,split,digit,whole,zeros,layer,control,source_margin,target_margin,patched_margin,margin_effect,target_correct,patched_correct,model,revision
28,heldout,6,57,2,18,number_tokens,8.875,4.375,5.625,1.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,18,random_positions,8.875,4.375,5.0,0.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,19,answer_position,8.875,4.375,4.25,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,19,number_tokens,8.875,4.375,6.375,2.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,19,random_positions,8.875,4.375,5.0,0.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,20,answer_position,8.875,4.375,4.625,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,20,number_tokens,8.875,4.375,5.125,0.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,20,random_positions,8.875,4.375,4.5,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,21,answer_position,8.875,4.375,5.5,1.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,21,number_tokens,8.875,4.375,4.5,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,21,random_positions,8.875,4.375,5.125,0.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,22,answer_position,8.875,4.375,6.25,1.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,22,number_tokens,8.875,4.375,4.75,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,22,random_positions,8.875,4.375,4.625,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,23,answer_position,8.875,4.375,6.9375,2.5625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,23,number_tokens,8.875,4.375,4.25,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,23,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,24,answer_position,8.875,4.375,7.125,2.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,24,number_tokens,8.875,4.375,4.25,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,24,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,25,answer_position,8.875,4.375,7.625,3.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,25,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,25,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,26,answer_position,8.875,4.375,7.8125,3.4375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,26,number_tokens,8.875,4.375,4.25,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,26,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,27,answer_position,8.875,4.375,8.0,3.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,27,number_tokens,8.875,4.375,4.25,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,27,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,28,answer_position,8.875,4.375,7.75,3.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,28,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,28,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,29,answer_position,8.875,4.375,7.875,3.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,29,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,29,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,30,answer_position,8.875,4.375,7.9375,3.5625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,30,number_tokens,8.875,4.375,4.5,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,30,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,31,answer_position,8.875,4.375,8.0,3.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,31,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,31,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,32,answer_position,8.875,4.375,8.0,3.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,32,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,32,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,33,answer_position,8.875,4.375,8.0,3.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,33,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,33,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,34,answer_position,8.875,4.375,8.0,3.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,34,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,34,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,35,answer_position,8.875,4.375,8.0,3.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,35,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,35,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,36,answer_position,8.875,4.375,8.125,3.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,36,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,36,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,37,answer_position,8.875,4.375,8.125,3.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,37,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,37,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,38,answer_position,8.875,4.375,8.3125,3.9375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,38,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,38,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,39,answer_position,8.875,4.375,8.5,4.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,39,number_tokens,8.875,4.375,4.25,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,39,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,40,answer_position,8.875,4.375,8.6875,4.3125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,40,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,40,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,41,answer_position,8.875,4.375,8.875,4.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,41,number_tokens,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
28,heldout,6,57,2,41,random_positions,8.875,4.375,4.375,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,0,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,0,number_tokens,9.0625,5.75,6.0,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,0,random_positions,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,1,answer_position,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,1,number_tokens,9.0625,5.75,6.125,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,1,random_positions,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,2,answer_position,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,2,number_tokens,9.0625,5.75,6.125,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,2,random_positions,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,3,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,3,number_tokens,9.0625,5.75,6.5,0.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,3,random_positions,9.0625,5.75,5.125,-0.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,4,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,4,number_tokens,9.0625,5.75,6.5625,0.8125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,4,random_positions,9.0625,5.75,4.875,-0.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,5,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,5,number_tokens,9.0625,5.75,7.125,1.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,5,random_positions,9.0625,5.75,4.875,-0.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,6,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,6,number_tokens,9.0625,5.75,6.0,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,6,random_positions,9.0625,5.75,4.75,-1.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,7,answer_position,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,7,number_tokens,9.0625,5.75,6.625,0.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,7,random_positions,9.0625,5.75,4.5,-1.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,8,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,8,number_tokens,9.0625,5.75,6.625,0.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,8,random_positions,9.0625,5.75,5.375,-0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,9,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,9,number_tokens,9.0625,5.75,6.125,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,9,random_positions,9.0625,5.75,5.25,-0.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,10,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,10,number_tokens,9.0625,5.75,7.5,1.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,10,random_positions,9.0625,5.75,7.125,1.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,11,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,11,number_tokens,9.0625,5.75,1.25,-4.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,11,random_positions,9.0625,5.75,7.625,1.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,12,answer_position,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,12,number_tokens,9.0625,5.75,-1.25,-7.0,True,False,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,12,random_positions,9.0625,5.75,7.625,1.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,13,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,13,number_tokens,9.0625,5.75,-2.625,-8.375,True,False,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,13,random_positions,9.0625,5.75,8.3125,2.5625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,14,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,14,number_tokens,9.0625,5.75,1.625,-4.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,14,random_positions,9.0625,5.75,8.75,3.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,15,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,15,number_tokens,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,15,random_positions,9.0625,5.75,8.5,2.75,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,16,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,16,number_tokens,9.0625,5.75,6.8125,1.0625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,16,random_positions,9.0625,5.75,8.4375,2.6875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,17,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,17,number_tokens,9.0625,5.75,7.125,1.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,17,random_positions,9.0625,5.75,7.6875,1.9375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,18,answer_position,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,18,number_tokens,9.0625,5.75,6.375,0.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,18,random_positions,9.0625,5.75,7.875,2.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,19,answer_position,9.0625,5.75,5.875,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,19,number_tokens,9.0625,5.75,7.25,1.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,19,random_positions,9.0625,5.75,8.0,2.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,20,answer_position,9.0625,5.75,6.125,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,20,number_tokens,9.0625,5.75,6.25,0.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,20,random_positions,9.0625,5.75,8.1875,2.4375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,21,answer_position,9.0625,5.75,6.6875,0.9375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,21,number_tokens,9.0625,5.75,6.0,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,21,random_positions,9.0625,5.75,7.375,1.625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,22,answer_position,9.0625,5.75,7.0,1.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,22,number_tokens,9.0625,5.75,6.25,0.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,22,random_positions,9.0625,5.75,7.0,1.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,23,answer_position,9.0625,5.75,7.625,1.875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,23,number_tokens,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,23,random_positions,9.0625,5.75,5.875,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,24,answer_position,9.0625,5.75,7.8125,2.0625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,24,number_tokens,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,24,random_positions,9.0625,5.75,5.875,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,25,answer_position,9.0625,5.75,8.125,2.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,25,number_tokens,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,25,random_positions,9.0625,5.75,6.125,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,26,answer_position,9.0625,5.75,8.3125,2.5625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,26,number_tokens,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,26,random_positions,9.0625,5.75,6.125,0.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,27,answer_position,9.0625,5.75,8.25,2.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,27,number_tokens,9.0625,5.75,5.625,-0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,27,random_positions,9.0625,5.75,6.25,0.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,28,answer_position,9.0625,5.75,8.125,2.375,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,28,number_tokens,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,28,random_positions,9.0625,5.75,6.25,0.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,29,answer_position,9.0625,5.75,8.25,2.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,29,number_tokens,9.0625,5.75,5.875,0.125,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,29,random_positions,9.0625,5.75,6.25,0.5,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,30,answer_position,9.0625,5.75,8.3125,2.5625,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,30,number_tokens,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,30,random_positions,9.0625,5.75,6.0,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,31,answer_position,9.0625,5.75,8.4375,2.6875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,31,number_tokens,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,31,random_positions,9.0625,5.75,6.0,0.25,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,32,answer_position,9.0625,5.75,8.4375,2.6875,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
29,heldout,6,58,3,32,number_tokens,9.0625,5.75,5.75,0.0,True,True,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819
